,EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
184,185,34,Yes,Travel_Frequently,988,Human Resources,23,Bachelor,Human Resources,Medium,Female,43,High,3,Human Resources,Low,Divorced,9950,11533,9,Yes,15,Excellent,High,3,11,2,Excellent,3,2,0,2
185,186,36,No,Travel_Rarely,506,Research & Development,3,Bachelor,Technical Degree,High,Male,30,High,2,Research Scientist,Medium,Single,4485,26285,4,No,12,Excellent,Very High,0,10,2,Excellent,8,0,7,7
186,187,30,No,Travel_Rarely,201,Research & Development,5,Bachelor,Technical Degree,Very High,Female,84,High,1,Research Scientist,Low,Divorced,3204,10415,5,No,14,Excellent,Very High,1,8,3,Excellent,3,2,2,2
188,189,27,No,Travel_Rarely,269,Research & Development,5,Below College,Technical Degree,High,Male,42,Medium,3,Research Director,Very High,Divorced,12808,8842,1,Yes,16,Excellent,Medium,1,9,3,Excellent,9,8,0,8
189,190,43,No,Travel_Rarely,1001,Research & Development,7,Bachelor,Life Sciences,High,Female,43,High,3,Healthcare Representative,Low,Married,9985,9262,8,No,16,Excellent,Low,1,10,1,Good,1,0,0,0
190,191,38,No,Travel_Rarely,343,Research & Development,15,College,Life Sciences,High,Male,92,Medium,3,Research Director,Very High,Divorced,11510,15682,0,Yes,14,Excellent,Medium,1,12,3,Excellent,11,10,2,9
193,194,31,No,Travel_Frequently,793,Sales,20,Bachelor,Life Sciences,High,Male,67,Very High,1,Sales Representative,Very High,Married,2791,21981,0,No,12,Excellent,Low,1,3,4,Excellent,2,2,2,2
194,195,30,No,Travel_Rarely,501,Sales,27,Doctor,Marketing,High,Male,99,High,2,Sales Executive,Very High,Divorced,5304,25275,7,No,23,Outstanding,Very High,1,10,2,Good,8,7,7,7
195,196,44,No,Travel_Rarely,1448,Sales,28,Bachelor,Medical,Very High,Female,53,Very High,4,Sales Executive,Very High,Married,13320,11737,3,Yes,18,Excellent,High,1,23,2,Excellent,12,11,11,11
196,197,23,No,Travel_Rarely,650,Research & Development,9,Below College,Medical,Medium,Male,37,High,1,Laboratory Technician,Low,Married,2500,4344,1,No,14,Excellent,Very High,1,5,2,Outstanding,4,3,0,2
198,199,21,Yes,Travel_Rarely,1334,Research & Development,10,Bachelor,Life Sciences,High,Female,36,Medium,1,Laboratory Technician,Low,Single,1416,17258,1,No,13,Excellent,Low,0,1,6,Good,1,0,1,0
202,203,31,No,Travel_Rarely,1222,Research & Development,11,Master,Life Sciences,Very High,Male,48,High,1,Research Scientist,Very High,Married,2356,14871,3,Yes,19,Excellent,Medium,1,8,2,Excellent,6,4,0,2
203,204,46,Yes,Travel_Rarely,377,Sales,9,Bachelor,Marketing,Low,Male,52,High,3,Sales Executive,Very High,Divorced,10096,15986,4,No,11,Excellent,Low,1,28,1,Outstanding,7,7,4,3
204,205,53,No,Travel_Rarely,346,Research & Development,6,Bachelor,Life Sciences,Very High,Male,86,High,2,Laboratory Technician,Very High,Single,2450,10919,2,No,17,Excellent,Very High,0,19,4,Excellent,2,2,2,2
205,206,49,No,Travel_Rarely,1418,Research & Development,1,Bachelor,Technical Degree,High,Female,36,High,1,Research Scientist,Low,Married,3580,10554,2,No,16,Excellent,Medium,1,7,2,Excellent,4,2,0,2
206,207,46,No,Travel_Rarely,1003,Research & Development,8,Master,Life Sciences,Very High,Female,74,Medium,2,Research Scientist,Low,Divorced,4615,21029,8,Yes,23,Outstanding,Low,3,19,2,Excellent,16,13,1,7
207,208,31,No,Travel_Rarely,140,Research & Development,12,Below College,Medical,High,Female,95,High,1,Research Scientist,Very High,Married,3929,6984,8,Yes,23,Outstanding,High,1,7,0,Excellent,4,2,0,2
209,210,58,No,Travel_Rarely,1055,Research & Development,1,Bachelor,Medical,Very High,Female,76,High,5,Research Director,Low,Married,19701,22456,3,Yes,21,Outstanding,High,1,32,3,Excellent,9,8,1,5
210,211,34,No,Non-Travel,1065,Sales,23,Master,Marketing,Medium,Male,72,High,2,Sales Executive,High,Single,4568,10034,0,No,20,Outstanding,High,0,10,2,Excellent,9,5,8,7
212,213,35,No,Travel_Frequently,664,Research & Development,1,Bachelor,Medical,Medium,Male,79,High,1,Research Scientist,Low,Married,2194,5868,4,No,13,Excellent,Very High,1,5,2,Good,3,2,1,2
213,214,32,No,Travel_Rarely,334,Research & Development,5,College,Life Sciences,Low,Male,80,Very High,1,Research Scientist,Medium,Divorced,3298,15053,0,Yes,12,Excellent,Very High,2,7,5,Good,6,2,0,5
214,215,35,No,Travel_Rarely,144,Research & Development,22,Bachelor,Life Sciences,Very High,Male,46,Low,1,Laboratory Technician,High,Single,4230,19225,0,No,15,Excellent,High,0,6,2,Excellent,5,4,4,3
215,216,19,No,Travel_Rarely,265,Research & Development,25,Bachelor,Life Sciences,Medium,Female,57,Very High,1,Research Scientist,Very High,Single,2994,21221,1,Yes,12,Excellent,Very High,0,1,2,Excellent,1,0,0,1
216,217,28,No,Travel_Rarely,866,Sales,5,Bachelor,Medical,Very High,Male,84,High,2,Sales Executive,Low,Single,8463,23490,0,No,18,Excellent,Very High,0,6,4,Excellent,5,4,1,3
217,218,32,Yes,Travel_Rarely,1045,Sales,4,Master,Medical,Very High,Male,32,Low,3,Sales Executive,Very High,Married,10400,25812,1,No,11,Excellent,High,0,14,2,Good,14,8,9,8
218,219,43,No,Travel_Frequently,422,Research & Development,1,Bachelor,Life Sciences,Very High,Female,33,High,2,Healthcare Representative,Very High,Married,5562,21782,4,No,13,Excellent,Medium,1,12,2,Good,5,2,2,2
220,221,37,No,Travel_Rarely,367,Research & Development,25,College,Medical,High,Female,52,Medium,2,Healthcare Representative,Very High,Divorced,5731,17171,7,No,13,Excellent,High,2,9,2,Excellent,6,2,1,3
222,223,38,No,Travel_Rarely,1261,Research & Development,2,Master,Life Sciences,Very High,Male,88,High,2,Manufacturing Director,High,Married,6553,7259,9,No,14,Excellent,Medium,0,14,3,Excellent,1,0,0,0
223,224,30,No,Travel_Rarely,1240,Human Resources,9,Bachelor,Human Resources,High,Male,48,High,2,Human Resources,Very High,Married,6347,13982,0,Yes,19,Excellent,Very High,0,12,2,Low,11,9,4,7
224,225,53,No,Travel_Rarely,1436,Sales,6,College,Marketing,Medium,Male,34,High,2,Sales Representative,High,Married,2306,16047,2,Yes,20,Outstanding,Very High,1,13,3,Low,7,7,4,5
225,226,42,No,Travel_Rarely,635,Sales,1,Below College,Life Sciences,Medium,Male,99,High,2,Sales Executive,High,Married,4907,24532,1,No,25,Outstanding,High,0,20,3,Excellent,20,16,11,6
226,227,30,No,Travel_Frequently,160,Research & Development,3,Bachelor,Medical,High,Female,71,High,1,Research Scientist,High,Divorced,2083,22653,1,No,20,Outstanding,High,1,1,2,Excellent,1,0,0,0
228,229,25,Yes,Travel_Rarely,867,Sales,19,College,Marketing,High,Male,36,Medium,1,Sales Representative,Medium,Married,2413,18798,1,Yes,18,Excellent,High,3,1,2,Excellent,1,0,0,0
229,230,53,No,Travel_Rarely,447,Research & Development,2,Bachelor,Medical,Very High,Male,39,Very High,4,Research Director,Medium,Single,16598,19764,4,No,12,Excellent,Medium,0,35,2,Good,9,8,8,8
232,233,29,No,Travel_Rarely,1090,Sales,10,Bachelor,Marketing,Very High,Male,83,High,1,Sales Representative,Medium,Divorced,2297,17967,1,No,14,Excellent,Very High,2,2,2,Excellent,2,2,2,2
233,234,42,Yes,Travel_Frequently,481,Sales,12,Bachelor,Life Sciences,High,Male,44,High,4,Sales Executive,Low,Single,13758,2447,0,Yes,12,Excellent,Medium,0,22,2,Good,21,9,13,14
234,235,34,No,Travel_Frequently,702,Research & Development,16,Master,Life Sciences,High,Female,100,Medium,1,Research Scientist,Very High,Single,2553,8306,1,No,16,Excellent,High,0,6,3,Excellent,5,2,1,3
235,236,28,No,Travel_Rarely,1169,Human Resources,8,College,Medical,Medium,Male,63,Medium,1,Human Resources,Very High,Divorced,4936,23965,1,No,13,Excellent,Very High,1,6,6,Excellent,5,1,0,4
236,237,43,No,Travel_Rarely,1034,Sales,16,Bachelor,Marketing,Very High,Female,80,High,4,Manager,Very High,Married,16064,7744,5,Yes,22,Outstanding,High,1,22,3,Excellent,17,13,1,9
238,239,37,No,Travel_Rarely,228,Sales,6,Master,Medical,High,Male,98,High,2,Sales Executive,Very High,Married,6502,22825,4,No,14,Excellent,Medium,1,7,5,Outstanding,5,4,0,1
239,240,44,No,Travel_Rarely,1112,Human Resources,1,Master,Life Sciences,Low,Female,50,Medium,2,Human Resources,High,Single,5985,26894,4,No,11,Excellent,Medium,0,10,1,Outstanding,2,2,0,2
240,241,34,No,Non-Travel,999,Research & Development,26,Below College,Technical Degree,Low,Female,92,Medium,1,Research Scientist,High,Divorced,2029,15891,1,No,20,Outstanding,High,3,5,2,Excellent,5,4,0,0
243,244,28,No,Travel_Rarely,304,Sales,9,Master,Life Sciences,Medium,Male,92,High,2,Sales Executive,Very High,Single,5253,20750,1,No,16,Excellent,Very High,0,7,1,Excellent,7,5,0,7
244,245,40,No,Travel_Rarely,300,Sales,26,Bachelor,Marketing,High,Male,74,High,2,Sales Executive,Low,Married,8396,22217,1,No,14,Excellent,Medium,1,8,3,Good,7,7,7,5
245,246,34,No,Travel_Rarely,1111,Sales,8,College,Life Sciences,High,Female,93,High,2,Sales Executive,Low,Married,6500,13305,5,No,17,Excellent,Medium,1,6,1,Excellent,3,2,1,2
246,247,44,No,Travel_Rarely,625,Research & Development,4,Bachelor,Medical,Very High,Male,50,High,2,Healthcare Representative,Medium,Single,5933,5197,9,No,12,Excellent,Very High,0,10,2,Good,5,2,2,3
247,248,25,No,Travel_Rarely,180,Research & Development,2,Below College,Medical,Low,Male,65,Very High,1,Research Scientist,Low,Single,3424,21632,7,No,13,Excellent,High,0,6,3,Good,4,3,0,1
248,249,34,Yes,Travel_Rarely,699,Research & Development,6,Below College,Medical,Medium,Male,83,High,1,Research Scientist,Low,Single,2960,17102,2,No,11,Excellent,High,0,8,2,Excellent,4,2,1,3
249,250,60,No,Travel_Rarely,422,Research & Development,7,Bachelor,Life Sciences,Low,Female,41,High,5,Manager,Low,Married,19566,3854,5,No,11,Excellent,Very High,0,33,5,Low,29,8,11,10
250,251,32,No,Travel_Rarely,601,Sales,7,Doctor,Marketing,Very High,Male,97,High,2,Sales Executive,Very High,Married,9204,23343,4,No,12,Excellent,High,1,7,3,Good,4,3,0,3
252,253,36,No,Travel_Rarely,188,Research & Development,7,Master,Other,Medium,Male,65,High,1,Research Scientist,Very High,Single,4678,23293,2,No,18,Excellent,High,0,8,6,Excellent,6,2,0,1
254,255,32,No,Non-Travel,1109,Research & Development,29,Master,Medical,Very High,Female,69,High,1,Laboratory Technician,High,Single,4025,11135,9,No,12,Excellent,Medium,0,10,2,Excellent,8,7,7,7
255,256,42,No,Travel_Rarely,1147,Human Resources,10,Bachelor,Human Resources,High,Female,31,High,4,Manager,Low,Married,16799,16616,0,No,14,Excellent,High,1,21,5,Excellent,20,7,0,9
257,258,40,Yes,Travel_Rarely,575,Sales,22,College,Marketing,High,Male,68,Medium,2,Sales Executive,High,Married,6380,6110,2,Yes,12,Excellent,Low,2,8,6,Excellent,6,4,1,0
259,260,25,Yes,Travel_Rarely,240,Sales,5,Bachelor,Marketing,High,Male,46,Medium,2,Sales Executive,High,Single,5744,26959,1,Yes,11,Excellent,Very High,0,6,1,Excellent,6,4,0,3
261,262,24,No,Travel_Rarely,1127,Research & Development,18,Below College,Life Sciences,Medium,Male,52,High,1,Laboratory Technician,High,Married,2774,13257,0,No,12,Excellent,High,1,6,2,Excellent,5,3,1,2
262,263,35,No,Travel_Rarely,1137,Research & Development,21,Below College,Life Sciences,Very High,Female,51,High,2,Healthcare Representative,Very High,Married,4014,19170,1,Yes,25,Outstanding,Very High,1,10,2,Low,10,6,0,7
263,264,48,No,Travel_Rarely,817,Sales,2,Below College,Marketing,Medium,Male,56,Very High,2,Sales Executive,Medium,Married,8120,18597,3,No,12,Excellent,Very High,0,12,3,Excellent,2,2,2,2
264,265,50,No,Travel_Rarely,1126,Research & Development,1,College,Medical,Very High,Male,66,High,4,Research Director,Very High,Divorced,17399,6615,9,No,22,Outstanding,High,1,32,1,Good,5,4,1,3
265,266,54,No,Travel_Rarely,685,Research & Development,3,Bachelor,Life Sciences,Very High,Male,85,High,4,Research Director,Very High,Married,17779,23474,3,No,14,Excellent,Low,0,36,2,Excellent,10,9,0,9
266,267,30,No,Travel_Rarely,202,Sales,2,Below College,Technical Degree,High,Male,72,High,1,Sales Representative,Medium,Married,2476,17434,1,No,18,Excellent,Low,1,1,3,Excellent,1,0,0,0
267,268,31,Yes,Travel_Rarely,542,Sales,20,Bachelor,Life Sciences,Medium,Female,71,Low,2,Sales Executive,High,Married,4559,24788,3,Yes,11,Excellent,High,1,4,2,Excellent,2,2,2,2
268,269,39,Yes,Travel_Rarely,1162,Sales,3,College,Medical,Very High,Female,41,High,2,Sales Executive,High,Married,5238,17778,4,Yes,18,Excellent,Low,0,12,3,Good,1,0,0,0
269,270,51,Yes,Travel_Frequently,1150,Research & Development,8,Master,Life Sciences,Low,Male,53,Low,3,Manufacturing Director,Very High,Single,10650,25150,2,No,15,Excellent,Very High,0,18,2,Excellent,4,2,0,3
270,271,44,No,Non-Travel,981,Research & Development,5,Bachelor,Life Sciences,High,Male,90,Medium,1,Laboratory Technician,High,Single,3162,7973,3,No,14,Excellent,Very High,0,7,5,Excellent,5,2,0,3
271,272,50,No,Travel_Rarely,989,Research & Development,7,College,Medical,Medium,Female,43,Medium,5,Research Director,High,Divorced,18740,16701,5,Yes,12,Excellent,Very High,1,29,2,Good,27,3,13,8
273,274,32,No,Travel_Rarely,548,Research & Development,1,Bachelor,Life Sciences,Medium,Male,66,High,2,Research Scientist,Medium,Married,6220,7346,1,No,17,Excellent,Medium,2,10,3,Excellent,10,4,0,9
274,275,44,No,Travel_Rarely,1199,Research & Development,4,College,Life Sciences,High,Male,92,Very High,5,Manager,Low,Divorced,19190,17477,1,No,14,Excellent,Very High,2,26,4,Good,25,9,14,13
276,277,53,No,Travel_Rarely,1219,Sales,2,Master,Life Sciences,Low,Female,78,Medium,4,Manager,Very High,Married,15427,22021,2,No,16,Excellent,High,0,31,3,Excellent,25,8,3,7
278,279,55,No,Travel_Rarely,1117,Sales,18,Doctor,Life Sciences,Low,Female,83,High,4,Manager,Medium,Single,16835,9873,3,No,23,Outstanding,Very High,0,37,2,Excellent,10,9,7,7
279,280,38,No,Non-Travel,152,Sales,10,Bachelor,Technical Degree,High,Female,85,High,2,Sales Executive,Very High,Single,5666,19899,1,Yes,13,Excellent,Medium,0,6,1,Excellent,5,3,1,3
280,281,34,Yes,Travel_Rarely,1107,Human Resources,9,Master,Technical Degree,Low,Female,52,High,1,Human Resources,High,Married,2742,3072,1,No,15,Excellent,Very High,0,2,0,Excellent,2,2,2,2
281,282,36,No,Travel_Rarely,796,Research & Development,12,Doctor,Medical,Very High,Female,51,Medium,3,Manufacturing Director,Very High,Single,8858,15669,0,No,11,Excellent,Medium,0,15,2,Good,14,8,7,8
282,283,57,No,Travel_Rarely,334,Research & Development,24,College,Life Sciences,High,Male,83,Very High,3,Healthcare Representative,Very High,Divorced,9439,23402,3,Yes,16,Excellent,Medium,1,12,2,Low,5,3,1,4
284,285,36,No,Travel_Rarely,172,Research & Development,4,Master,Life Sciences,Low,Male,37,Medium,2,Laboratory Technician,Very High,Single,5810,22604,1,No,16,Excellent,High,0,10,2,Good,10,4,1,8
285,286,28,Yes,Travel_Rarely,529,Research & Development,2,Master,Life Sciences,Low,Male,79,High,1,Laboratory Technician,High,Single,3485,14935,2,No,11,Excellent,High,0,5,5,Low,0,0,0,0
286,287,35,No,Travel_Rarely,538,Research & Development,25,College,Other,Low,Male,54,Medium,2,Laboratory Technician,Very High,Single,3681,14004,4,No,14,Excellent,Very High,0,9,3,Excellent,3,2,0,2
287,288,27,No,Travel_Frequently,1410,Sales,3,Below College,Medical,Very High,Female,71,Very High,2,Sales Executive,Very High,Divorced,4647,16673,1,Yes,20,Outstanding,Medium,2,6,3,Excellent,6,5,0,4
289,290,37,Yes,Travel_Rarely,807,Human Resources,6,Master,Human Resources,High,Male,63,High,1,Human Resources,Low,Divorced,2073,23648,4,Yes,22,Outstanding,Very High,0,7,3,Excellent,3,2,0,2
291,292,50,Yes,Travel_Rarely,869,Sales,3,College,Marketing,Low,Male,86,Medium,1,Sales Representative,High,Married,2683,3810,1,Yes,14,Excellent,High,0,3,2,Excellent,3,2,0,2
292,293,45,No,Non-Travel,1195,Research & Development,2,College,Medical,Low,Male,65,Medium,4,Manager,Very High,Married,16792,20462,9,No,23,Outstanding,Very High,1,22,1,Excellent,20,8,11,8
293,294,27,No,Travel_Frequently,829,Sales,8,Below College,Marketing,High,Male,84,High,2,Sales Executive,Very High,Married,4342,24008,0,No,19,Excellent,Medium,1,5,3,Excellent,4,2,1,1
294,295,41,No,Travel_Rarely,1276,Sales,2,Doctor,Life Sciences,Medium,Female,91,High,4,Manager,Low,Married,16595,5626,7,No,16,Excellent,Medium,1,22,2,Excellent,18,16,11,8
295,296,30,No,Non-Travel,1116,Research & Development,2,Bachelor,Medical,High,Female,49,High,1,Laboratory Technician,Very High,Single,2564,7181,0,No,14,Excellent,High,0,12,2,Good,11,7,6,7
296,297,32,No,Non-Travel,862,Sales,2,Below College,Life Sciences,High,Female,76,High,1,Sales Representative,Low,Divorced,2827,14947,1,No,12,Excellent,High,3,1,3,Excellent,1,0,0,0
297,298,55,No,Travel_Rarely,692,Research & Development,14,Master,Medical,High,Male,61,Very High,5,Research Director,Medium,Single,18722,13339,8,No,11,Excellent,Very High,0,36,3,Excellent,24,15,2,15
298,299,32,Yes,Travel_Rarely,1089,Research & Development,7,College,Life Sciences,Very High,Male,79,High,2,Laboratory Technician,High,Married,4883,22845,1,No,18,Excellent,Low,1,10,3,Excellent,10,4,1,1
299,300,54,No,Travel_Frequently,966,Research & Development,1,Master,Life Sciences,Very High,Female,53,High,3,Manufacturing Director,High,Divorced,10502,9659,7,No,17,Excellent,Low,1,33,2,Low,5,4,1,4
300,301,44,Yes,Travel_Rarely,1097,Research & Development,10,Master,Life Sciences,High,Male,96,High,1,Research Scientist,High,Single,2936,10826,1,Yes,11,Excellent,High,0,6,4,Excellent,6,4,0,2
301,302,32,No,Travel_Rarely,646,Research & Development,9,Master,Life Sciences,Low,Female,92,High,2,Research Scientist,Very High,Married,6322,18089,1,Yes,12,Excellent,Very High,1,6,2,Good,6,4,0,5
303,304,33,No,Non-Travel,1038,Sales,8,Below College,Life Sciences,Medium,Female,88,Medium,1,Sales Representative,Very High,Single,2342,21437,0,No,19,Excellent,Very High,0,3,2,Good,2,2,2,2
305,306,27,No,Non-Travel,691,Research & Development,9,Bachelor,Medical,Very High,Male,57,High,1,Research Scientist,Medium,Divorced,2024,5970,6,No,18,Excellent,Very High,1,6,1,Low,2,2,2,2
306,307,33,No,Travel_Rarely,1198,Research & Development,1,Master,Other,High,Male,100,Medium,1,Research Scientist,Low,Single,2799,3339,3,Yes,11,Excellent,Medium,0,6,1,Excellent,3,2,0,2
307,308,47,Yes,Non-Travel,666,Research & Development,29,Master,Life Sciences,Low,Male,88,High,3,Manager,Medium,Married,11849,10268,1,Yes,12,Excellent,Very High,1,10,2,Good,10,7,9,9
308,309,19,Yes,Non-Travel,504,Research & Development,10,Bachelor,Medical,Low,Female,96,Medium,1,Research Scientist,Medium,Single,1859,6148,1,Yes,25,Outstanding,Medium,0,1,2,Outstanding,1,1,0,0
309,310,37,No,Non-Travel,1040,Research & Development,2,College,Life Sciences,High,Male,100,Medium,2,Healthcare Representative,Very High,Divorced,5163,15850,5,No,14,Excellent,Very High,1,17,2,Outstanding,1,0,0,0
310,311,56,No,Travel_Rarely,1369,Research & Development,23,Bachelor,Life Sciences,Very High,Male,68,High,4,Manufacturing Director,Medium,Married,13402,18235,4,Yes,12,Excellent,Low,1,33,0,Excellent,19,16,15,9
314,315,29,No,Travel_Rarely,153,Research & Development,15,College,Life Sciences,Very High,Female,49,Medium,2,Laboratory Technician,High,Single,4193,12682,0,Yes,12,Excellent,Very High,0,10,3,Excellent,9,5,0,8
315,316,38,No,Travel_Rarely,849,Research & Development,25,College,Life Sciences,Low,Female,81,Medium,3,Research Director,Medium,Married,12061,26707,3,No,17,Excellent,High,1,19,2,Excellent,10,8,0,1
316,317,42,No,Travel_Rarely,1332,Research & Development,2,Master,Other,Low,Male,98,Medium,2,Healthcare Representative,Very High,Single,6781,17078,3,No,23,Outstanding,Medium,0,14,6,Excellent,1,0,0,0
319,320,54,No,Travel_Rarely,1441,Research & Development,17,Bachelor,Technical Degree,High,Female,56,High,3,Manufacturing Director,High,Married,10739,13943,8,No,11,Excellent,High,1,22,2,Excellent,10,7,0,8
320,321,29,No,Travel_Rarely,1328,Research & Development,2,Bachelor,Life Sciences,High,Male,76,High,1,Research Scientist,Medium,Married,2703,4956,0,No,23,Outstanding,Very High,1,6,3,Excellent,5,4,0,4
321,322,26,No,Travel_Frequently,1283,Sales,1,Bachelor,Medical,High,Male,52,Medium,2,Sales Executive,Low,Single,4294,11148,1,No,12,Excellent,Medium,0,7,2,Excellent,7,7,0,7
322,323,37,No,Non-Travel,1252,Sales,19,College,Medical,Low,Male,32,High,3,Sales Executive,Medium,Single,7642,4814,1,Yes,13,Excellent,Very High,0,10,2,Excellent,10,0,0,9
324,325,31,No,Travel_Rarely,655,Research & Development,7,Master,Life Sciences,Very High,Male,48,High,2,Laboratory Technician,Very High,Divorced,5915,9528,3,No,22,Outstanding,Very High,1,10,3,Good,7,7,1,7
